"Bucuresti, Jiului                       ",   2,Jiului
"Bucuresti, Kiseleff                     ",  11,kiseleff
"Bucuresti, Lacul Morii                  ",   1,Lacul Morii
"Bucuresti, Lacul Tei                    ",   9,Tei
"Bucuresti, Libertatii                   ",   1,Libertatii
"Bucuresti, Lizeanu                      ",   1,Stefan Cel Mare
"Bucuresti, Magheru                      ",   1,Universitate
"Bucuresti, Magurele                     ",  14,Magurele
"Bucuresti, Marasesti                    ",   1,Tineretului
"Bucuresti, Margeanului                  ",   6,Rahova
"Bucuresti, Matei Voievod                ",  11,Matei Voievod
"Bucuresti, Metalurgiei                  ",   2,Aparatorii Patriei
"Bucuresti, Mihai Bravu                  ",  14,Mihai Bravu
"Bucuresti, Militari                     ",  44,Militari
"Bucuresti, Mitropolie                   ",   1,Mitropolie
"Bucuresti, Morarilor                    ",   1,Morarilor
"Bucuresti, Mosilor                      ",  29,Mosilor
"Bucuresti, Muncii                       ",   5,Muncii
"Bucuresti, Natiunile Unite              ",   1,Natiunile Unite
"Bucuresti, Nerva Traian                 ",   1,Nerva Traian
"Bucuresti, Nicolae Grigorescu           ",   2,Nicolae Grigorescu
"Bucuresti, Nord                         ",  16,Bucuresti Nord
"Bucuresti, Nord-Est                     ",   1,"Bucuresti, Nord-Est           "
"Bucuresti, Nord-Vest                    ",   2,"Bucuresti, Nord-Vest          "
"Bucuresti, Nordului                     ",   5,Bucuresti Nord          
"Bucuresti, Obor                         ",  10,Obor
"Bucuresti, Oltenitei                    ",  25,Oltenitei
"Bucuresti, Ozana                        ",   1,Ozana
"Bucuresti, P- ta Unirii                 ",   1,Unirii
"Bucuresti, P- ta Victoriei              ",   1,Victoriei
"Bucuresti, P-ta Alba Iulia              ",   6,Alba Iulia
"Bucuresti, P-ta Amzei                   ",   1,Amzei
"Bucuresti, P-ta Galati                  ",   2,Piata Galati
"Bucuresti, P-ta Muncii                  ",   3,Muncii
"Bucuresti, P-ta Presei Libere           ",   2,Piata Presei Libere
"Bucuresti, P-ta Romana                  ",   4,Piata Romana
"Bucuresti, P-ta Sfantul Stefan          ",   1,Calea Calarasilor
"Bucuresti, P-ta Unirii                  ",   2,Unirii
"Bucuresti, P-ta Victoriei               ",   8,Victoriei
"Bucuresti, Pache Protopopescu           ",  13,Iancului
"Bucuresti, Pacii                        ",   7,Pacii
"Bucuresti, Panduri                      ",   1,Cotroceni
"Bucuresti, Pantelimon                   ",  43,Pantelimon
"Bucuresti, Parcul Carol                 ",  19,"Carol, Parc"
"Bucuresti, Periferie                    ",   2,Bucuresti
"Bucuresti, Pieptanari                   ",   4,Pieptanari
"Bucuresti, Pipera                       ", 153,Pipera
"Bucuresti, Plevnei                      ",   3,Calea Plevnei
"Bucuresti, Polona                       ",   2,Dorobanti
"Bucuresti, Prelungirea Ferentari        ",   2,Ferentari
"Bucuresti, Prelungirea Ghencea          ",  47,Ghencea
"Bucuresti, Primaverii                   ",  18,Primaverii
"Bucuresti, Progresul                    ",   4,Progresul
"Bucuresti, Rahova                       ",  45,Rahova
"Bucuresti, Rahova -Parc Sebastian       ",   1,Rahova
"Bucuresti, Regie                        ",   2,Regie
"Bucuresti, Regina Elisabeta             ",   1,Regina Elisabeta
"Bucuresti, Romana                       ",   8,Piata Romana
"Bucuresti, Rosetti                      ",   7,Rosetti
"Bucuresti, Salaj                        ",  15,Salaj
"Bucuresti, Salajan                      ",   3,Salajan
"Bucuresti, Sebastian                    ",   5,Sebastian
"Bucuresti, Serban Voda                  ",   1,Serban Voda
"Bucuresti, Sisesti                      ",   2,Herastrau
"Bucuresti, Soseaua Nordului             ",   1,Herastrau
"Bucuresti, Soseaua Oltenitei            ",   1,Oltenitei
"Bucuresti, Splaiul Unirii               ",   7,Unirii
"Bucuresti, Stefan cel Mare              ",  35,Stefan Cel Mare
"Bucuresti, Stirbei Voda                 ",   3,Stirbei Voda
"Bucuresti, Straulesti                   ",   5,Straulesti
"Bucuresti, Sud                          ",   6,Bucuresti Sud
"Bucuresti, Sud-Est                      ",   4,"Bucuresti, Sud-Est           "
"Bucuresti, Sud-Vest                     ",   7,"Bucuresti, Sud-Vest           "
"Bucuresti, Sura Mare                    ",   1,Sura Mare          
"Bucuresti, Tei                          ",  10,Tei             
"Bucuresti, Televiziune                  ",   4,"Bucuresti, Televiziune         "
"Bucuresti, Theodor Pallady              ",   5,Theodor Pallady       
"Bucuresti, Timisoara                    ",   1,Bd Timisoara          
"Bucuresti, Timpuri Noi                  ",   5,Timpuri Noi         
"Bucuresti, Tineretului                  ",   9,Tineretului         
"Bucuresti, Titan                        ",   4,Titan            
"Bucuresti, Titulescu                    ",  14,Grivita
"Bucuresti, Turda                        ",   8,Grivita
"Bucuresti, Ultracentral                 ",   3,Bucuresti         
"Bucuresti, Unirii                       ",  66,Unirii            
"Bucuresti, Universitate                 ",   4,Universitate         
"Bucuresti, Uverturii                    ",   1,Militari
"Bucuresti, Vacaresti                    ",   3,Vacaresti          
"Bucuresti, Valea Oltului                ",   1,Valea Oltului        
"Bucuresti, Vatra Luminoasa              ",  20,Vatra Luminoasa       
"Bucuresti, Vest                         ",   4,Bucuresti            
"Bucuresti, Veteranilor                  ",   1,Veteranilor         
"Bucuresti, Victoriei                    ",   8,Victoriei          
"Bucuresti, Viilor                       ",   6,Viilor            
"Bucuresti, Virtutii                     ",   2,Virtutii           
"Bucuresti, Vitan                        ",   9,Vitan            
"Bucuresti, Vitan Mall                   ",   5,Vitan        
"Bucuresti, Vitanul Nou                  ",   1,Vitan        
"Bucuresti, Zetarilor                    ",   5,Zetarilor          
"Bucuresti, bucurestii noi               ",   1,Bucurestii noi        
"Bucuresti, chitila                      ",   1,Chitila           
"Bucuresti, giulesti                     ",   1,Giulesti           
"Bucuresti, laminorului                  ",   1,Laminorului
"Bucuresti, mogosoaia                    ",   1,Comuna Mogosoaia
"Bucuresti, parc bazilescu               ",   1,Bucurestii noi
"Bucuresti, rosu                         ",   1,Bucuresti rosu
"Bucuresti, vatra luminoasa              ",   1,Vatra Luminoasa       
Bucuresti-Ilfov Casa                    ,   1,Bucuresti
Bucurestii Noi                          ,  65,Bucurestii noi
Bucurestii Noi vila                     ,   1,Bucurestii noi
Bucurestii noi Vila 360 mp              ,   1,Bucurestii noi
Bucurestii vand teren str.plaiul muntelui cu casa demolabila,   1,Bucurestii noi
"Buda, 400m de sos.alexandriei           ",   1,Bucuresti extravilan
Buftea                                  ,  16,Buftea
"Buftea, 232                             ",   1,Buftea
"Buftea, Austrian Village                ",   1,Buftea
"Buftea, Brezoaia                        ",   1,Buftea
"Buftea, Buftea                          ",  36,Buftea
"Buftea, Buftea Crevedia                 ",  12,Buftea
"Buftea, Butimanu                        ",   4,Buftea
"Buftea, CALUL BALAN                     ",   1,Buftea
"Buftea, CCorbeanca                      ",   1,Buftea
"Buftea, CREVEDIA                        ",   1,Buftea
"Buftea, Calul Balan                     ",   1,Buftea
"Buftea, Chitila                         ",   1,Buftea
"Buftea, Ciocanesti                      ",   1,Buftea
"Buftea, Corbeanca                       ",   3,Buftea
"Buftea, Crevedia                        ",  83,Buftea
"Buftea, DARZA                           ",   3,Buftea
"Buftea, DN1A                            ",   1,Buftea
"Buftea, DN7                             ",   1,Buftea
"Buftea, Darza                           ",   4,Buftea
"Buftea, FLAMANZENI                      ",   1,Buftea
"Buftea, Flamanzeni                      ",   1,Buftea
"Buftea, Lac Buftea                      ",   2,Buftea
"Buftea, Lac buftea                      ",   1,Buftea
"Buftea, Mogosoaia                       ",   3,Buftea
"Buftea, Nord                            ",   1,Buftea
"Buftea, RESTAURANT CALU BALAN           ",   1,Buftea
"Buftea, Samurcasi                       ",   2,Buftea
"Buftea, Tartasesti                      ",   2,Buftea
"Buftea, central                         ",   1,Buftea
"Buftea, centrala                        ",   1,Buftea
"Buftea, crevedi                         ",   1,Buftea
"Buftea, crevedia                        ",   2,Buftea
"Buftea, petrom crevedia                 ",   1,Buftea
"Buftea, str independentei nr95          ",   1,Buftea
Buftea-Darza 2012 Caramida porothenrm   ,   1,Buftea
Buturugeni Mihailesti-Buturugeni 2 dormitoare,   1,Comuna Buturugeni
Buturugeni25km de bucuresti casa noua caramida la cheie ,   1,Comuna Buturugeni
CALAFAT                                 ,   1,Calafat
CALARASI                                ,   1,Calea Calarasilor
CALARASI - principala                   ,   1,Calea Calarasilor
CALARASILOR                             ,   2,Calea Calarasilor
CALARASILOR - Delea                     ,   1,Calea Calarasilor
CALARASILOR Calea                       ,   2,Calea Calarasilor
CALARASILOR Calea nr. 82                ,   1,Calea Calarasilor
CALUGARENI Uzunu                        ,   1,Comuna Calugareni
CAMIL Ressu                             ,   1,Dristor
CAMPIA Libertatii                       ,   1,Titan            
CAMPINA                                 ,   3,Bucurestii noi
CAMPINA Banesti casa                    ,   1,Prahova 
CAMPULUNG                               ,   2,
CARLIGU Mic                             ,   4,
CAROL                                   ,   1,Parcul Carol
CAROL - 1                               ,   1,Parcul Carol
CARREFOUR Orhideea                      ,   1,Regie
CASA                                    ,   1,
CASA                                    ,   1,
CASA 37 km Bucuresti                    ,   1,Bucuresti extravilan
CASA Construim vile 3 camere la cheie aprox 300 ,   1,Bucuresti extravilan
CASA Joita. Casa este la gata 3 dormitoare,   1,Bucuresti extravilan
CASA ORAS PANTELIMON Teren 300mp        ,   1,Bucuresti extravilan
CASA Presei Libere                      ,   1,Piata Presei Libere
CASA boiereasca                         ,   1,
CASA de vanzare                         ,   1,
CASA ieftina                            ,   2,
CASA in duplex                          ,   2,
CASA la curte                           ,   1,
CASA la tara                            ,   1,
CASA modulara. Poate fi amplasata oriunde,   1,
CASE                                    ,   1,
CASE canadiene                          ,   1,
CASE ieftine                            ,   1,
CASE ieftine Buc.-IF. Construim vile ieftine la cheie,   1,
CATEASCA                                ,   1,
CENTRU Istoric                          ,   1,Centru Istoric
CERNICA                                 ,  17,Comuna Cernica
CERNICA                                 ,   1,Comuna Cernica
CERNICA 6camere 200mp utili             ,   1,Comuna Cernica
CERNICA particular                      ,   1,Comuna Cernica
CHEIA                                   ,   2,Zetarilor          
CHIAJNA                                 ,  16,Sat Chiajna
CHIBRIT                                 ,   1,Bucurestii noi
CHIBRIT piata                           ,   1,Bucurestii noi
CHIRIGIU Piata                          ,   1,Rahova
CHIRNOGI                                ,   1,Antiaeriana
CHITILA                                 ,  10,Chitila
CHITILA constructie noua                ,   1,Chitila
CHITILEI                                ,   1,Chitila
CIOFLICENI                              ,   1,Snagov
CIOLPANI                                ,   3,Comuna Ciolpani
CIOROGARLA                              ,   4,Comuna Ciorogarla
CISLA str.                              ,   1,Antiaeriana
CISMIGIU                                ,   2,Cismigiu
CISMIGIU - parc                         ,   1,Cismigiu
CITY Mall                               ,   2,Ferentari
CLINCENI                                ,   7,Comuna Clinceni
CLINCENI -                              ,   1,Comuna Clinceni
CODLEA                                  ,   1,Comuna Codlea
COLENTINA                               ,  32,Colentina
COLENTINA - Carrefour                   ,   1,Colentina
COLENTINA - Sportului                   ,   1,Colentina
COLENTINA 85                            ,   1,Colentina
COLENTINA Andronache                    ,   2,Colentina
COLENTINA Kaufland                      ,   1,Colentina
COLENTINA intersectie Fundeni           ,   1,Colentina
COM. PADURETI                           ,   1,Comuna Padureti
COMARNIC                                ,   1,Prahova 
COMUNA 1 Decembrie                      ,   2,1 Decembrie
COMUNA Baneasa                          ,   5,Baneasa
COMUNA Berceni                          ,  11,Comuna Berceni
COMUNA Berceni - comision               ,   1,Comuna Berceni
COMUNA Berceni Ilfov                    ,   2,Comuna Berceni
COMUNA Buturugeni                       ,   3,Comuna Buturugeni
COMUNA Cernica                          ,   1,Comuna Cernica
COMUNA Corbii Mari- Dambovita           ,   1,Comuna Corbii Mari
COMUNA Costestii din Vale               ,   1,Comuna Costestii din vale
COMUNA Crevedia Mare                    ,   2,Comuna Crevedia Mare
COMUNA Darasti-IF Particular            ,   1,Comuna Darasti
COMUNA Draganesti Vlasca                ,   4,Comuna Draganesti Vlasca
COMUNA Gherghita                        ,   1,Comuna Gherghita
COMUNA Ghimpati                         ,   1,Comuna Ghimpati
COMUNA Glina                            ,   1,Comuna Glina
COMUNA Glina - Primarie                 ,   1,Comuna Glina
COMUNA Ion Roata                        ,   1,Comuna Ion Roata
COMUNA Luica                            ,   1,Comuna Luica
COMUNA Magurele                         ,   1,Comuna Magurele
COMUNA Mihaiesti                        ,   1,Comuna Mihailesti
COMUNA Padureti                         ,   2,Comuna Padureti
COMUNA Pantelimon                       ,  55,Comuna Pantelimon
COMUNA Plataresti                       ,   1,Comuna Plataresti            
COMUNA Rasuceni                         ,   4,Comuna Rasuceni             
COMUNA Rasuceni - sat Cucuruzu          ,   1,Comuna Rasuceni     
COMUNA Rasucieni                        ,   1,Comuna Rasuceni            
COMUNA Reviga                           ,   1,Comuna Reviga              
COMUNA Selaru                           ,   1,Comuna Selaru              
COMUNA Sohatu                           ,   1,Comuna Sohatu              
COMUNA Tunari                           ,   4,Comuna Tunari              
COMUNA Vedea                            ,   1,Comuna Vedea              
COMUNA Vidra                            ,   3,Comuna Vidra              
COMUNA berceni                          ,   1,Comuna Berceni             
COMUNA berceni iesire                   ,   1,Comuna Berceni             
CONAC Toscan                            ,   1,
CONCORDIEI                              ,   2,Unirii
CONSTANTA                               ,   1,Constanta
CONTESTI                                ,   1,Comuna Contesti
CONTESTI Calugareni la 3 km din DN      ,   1,Comuna Calugareni
CORA                                    ,   1,
CORBEANCA                               ,  51,Comuna Corbeanca
CORBEANCA                               ,   1,Comuna Corbeanca
CORBEANCA - ilfov                       ,   1,Comuna Corbeanca
CORBEANCA 2010                          ,   1,Comuna Corbeanca
CORBEANCA vila                          ,   3,Comuna Corbeanca
CORNETU                                 ,   7,Comuna Cornetu
CORNETU - sos. Alexandriei              ,   1,Comuna Cornetu
CORNETU -Sos. Alexandriei               ,   1,Comuna Cornetu
CORNETU -sos.Alexandriei                ,   1,Comuna Cornetu
COSBUC                                  ,   1,Rahova
COSMESTI                                ,   1,Giulesti
COSOBA                                  ,   1,Sat Cosoba
COSTIN Georgian                         ,   1,Costin Georgian
COTROCENI                               ,  10,Cotroceni
COTROCENI Opera Center                  ,   1,Cotroceni
CRANGASI                                ,  14,Crangasi
CRETESTI                                ,   3,Comuna Cretesti
CaMPULUNG                               ,   1,Campulung
Caciulati                               ,   2,Comuna Caciulati
"Caciulati, CACIULATI                    ",   1,Comuna Caciulati
"Caciulati, Moara Vlasiei                ",   1,Comuna Caciulati
"Caciulati, Moara-Vlasiei                ",   1,Comuna Caciulati
"Caciulati, Palatul Brancovenesc         ",   1,Comuna Caciulati
"Caciulati, Palatul Ghica                ",   1,Comuna Caciulati
"Caciulati, autostrada                   ",   1,Comuna Caciulati
"Caciulati, ilfov                        ",   1,Comuna Caciulati
"Caciulati, langa centru                 ",   1,Comuna Caciulati
Calarasi                                ,   1,Calea Calarasilor
Calarasilor                             ,  21,Calea Calarasilor
Calarasilor                             ,   1,Calea Calarasilor
Calea Victoriei                         ,  11,Calea Victoriei
Cantemir                                ,   2,Unirii
Casa                                    ,   1,
Casa 3 Camere Bucuresti vila ieftina noua,   1,Bucuresti
Casa 3 camere Bechet Particular vand casa,   1,Dolj
Casa Brebu Prahova 180mp construiti cu 5oo mp teren accesul din strada asfaltata,   1,Prahova 
Casa Valea Doftanei 220mp construiti cu 1400mp teren din caramida cu 4 dormitoare,   1,Prahova 
Casa Zalau Suprafata parter 88. 8 mp    ,   1,Zalau
Casa com.Darasti-IF Particular          ,   1,Comuna Darasti
Casa la curte ozana casa 3 camere baie living 85m utili curte338m deschidere17m centrala apa gaze izolata gresie parchet gard .zona noua construita ozana-opel cartier vile scoala ,   1,Ozana
Casa margeanului margeanului 2 camere paianta buc gaze apa canal st 130 mp ,   1,Margeanului
Casa rahova piata casa piata rahova 3 camere buc baie apa canal termopan libera st ,   1,Rahova
Casa sos. magurele casa sos magurele 3 camere baie bucatarie libera termopan gaze apa canal st 240 mp ,   1,Magurele
Casa superba BERCENI Vila situata intr-un cartier rezidential nou,   1,Comuna Berceni
Casa vidra urgent casa 6 cam            ,   1,Comuna Vidra
Catelu                                  ,   2,Comuna Catelu
"Catelu, ANGHEL SALIGNI                  ",   2,Comuna Catelu
"Catelu, AUTO STRADA SOARELUI            ",   1,Comuna Catelu
"Catelu, cartierul 23                    ",   1,Comuna Catelu
Centura SUD                             ,   3,Centura Sud
Cernica                                 ,   3,Comuna Cernica
Cernica                                 ,   1,Comuna Cernica
"Cernica, BALACEANCA                     ",   1,Comuna Cernica
"Cernica, Balaceanca                     ",   1,Comuna Cernica
"Cernica, CALDARARU                      ",   1,Comuna Cernica
"Cernica, CENTURA                        ",   1,Comuna Cernica
"Cernica, CENTURA-PADURE-MANASTIRE       ",   1,Comuna Cernica
"Cernica, Caldararu                      ",   1,Comuna Cernica
"Cernica, Cernica                        ",   3,Comuna Cernica
"Cernica, Cernica vile                   ",   1,Comuna Cernica
"Cernica, DOROBANTU STRADAL              ",   1,Comuna Cernica
"Cernica, MANASTIRE                      ",   1,Comuna Cernica
"Cernica, Primaria Cernica               ",   1,Comuna Cernica
"Cernica, balaceanca                     ",   1,Comuna Cernica
"Cernica, central                        ",   2,Comuna Cernica
"Cernica, centru                         ",   1,Comuna Cernica
"Cernica, langa primarie                 ",   1,Comuna Cernica
"Cernica, manastire                      ",   2,Comuna Cernica
"Cernica, pantelimon-cernica             ",   1,Comuna Cernica
"Cernica, tanganu                        ",   2,Comuna Cernica
Chiajna                                 ,   8,Comuna Chiajna
Chiajna vila                            ,   1,Comuna Chiajna
"Chiajna, 1864                           ",   1,Comuna Chiajna
"Chiajna, ACVILEI                        ",   1,Comuna Chiajna
"Chiajna, Acvilei                        ",   1,Comuna Chiajna
"Chiajna, Chiajna                        ",   2,Comuna Chiajna
"Chiajna, DUDU                           ",   2,Comuna Chiajna
"Chiajna, Dudu                           ",   1,Comuna Chiajna
"Chiajna, Intr. Nicolaie Iorga           ",   1,Comuna Chiajna
"Chiajna, Livada                         ",   1,Comuna Chiajna
"Chiajna, MEGA IMAGE                     ",   1,Comuna Chiajna
"Chiajna, Mega Image                     ",   1,Comuna Chiajna
"Chiajna, Militari                       ",   1,Comuna Chiajna
"Chiajna, Militari Residence             ",   1,Comuna Chiajna
"Chiajna, Nicolae Iorga                  ",   2,Comuna Chiajna
"Chiajna, Primarie Chiajna               ",   1,Comuna Chiajna
"Chiajna, ROSU -VIITORULUI               ",   1,Comuna Chiajna
"Chiajna, Rosu                           ",   4,Comuna Chiajna
"Chiajna, Str Crinului                   ",   1,Comuna Chiajna
"Chiajna, dudu                           ",   1,Comuna Chiajna
"Chiajna, intr. Nicolaie Iorga           ",   2,Comuna Chiajna
"Chiajna, padurea rosu                   ",   1,Comuna Chiajna
"Chiajna, rosu dudu                      ",   1,Comuna Chiajna
"Chiajna, str. luceafarului              ",   1,Comuna Chiajna
Chiajna-rosu 7vile individuale          ,   1,Comuna Chiajna
Chirnogi-Oltenita Vand casa caramida izolata 60 km de bucuresti 3 camere,   1,Comuna Chirnogi
Chitila                                 ,  20,Chitila
"Chitila, COLOSEUM                       ",   1,Chitila
"Chitila, Chitila                        ",   3,Chitila
"Chitila, Fosta berarie                  ",   1,Chitila
"Chitila, HANUL VLASIA                   ",   1,Chitila
"Chitila, Primarie, Politie              ",   1,Chitila
"Chitila, centrala                       ",   1,Chitila
"Chitila, chitila                        ",   1,Chitila
"Chitila, ilfov                          ",   1,Chitila
"Chitila, intre case                     ",   1,Chitila
"Ciolpani, Manastirea Tiganesti          ",   1,Comuna Ciolpani
"Ciolpani, Snagov                        ",   1,Comuna Ciolpani
"Ciolpani, sat Piscu                     ",   1,Comuna Ciolpani
"Ciolpani, strada  Stadionului           ",   1,Comuna Ciolpani
"Ciorogarla, Bacu                        ",   1,Comuna Ciorogarla
"Ciorogarla, CENTRAL                     ",   1,Comuna Ciorogarla
"Ciorogarla, Cartier vile locuite noi    ",   1,Comuna Ciorogarla
"Ciorogarla, Centru                      ",   1,Comuna Ciorogarla
"Ciorogarla, Ciorogarla centru           ",   1,Comuna Ciorogarla
"Ciorogarla, Manastire                   ",   1,Comuna Ciorogarla
"Ciorogarla, Miltari                     ",   1,Comuna Ciorogarla
"Ciorogarla, Primarie                    ",   1,Comuna Ciorogarla
"Ciorogarla, Str. lacului                ",   1,Comuna Ciorogarla
"Ciorogarla, Zona vile noi               ",   1,Comuna Ciorogarla
"Ciorogarla, centru                      ",   1,Comuna Ciorogarla
"Ciorogarla, vile                        ",   1,Comuna Ciorogarla
Cismigiu                                ,  10,Cismigiu
City Mall-Giurgiului Particular         ,   1,Ferentari
Clinceni                                ,   1,Comuna Clinceni
"Clinceni, Centru.                       ",   1,Comuna Clinceni
"Clinceni, Clinceni                      ",   1,Comuna Clinceni
"Clinceni, FOSTA FERMA STRADAL           ",   1,Comuna Clinceni
"Clinceni, ORDOREANU                     ",   1,Comuna Clinceni
"Clinceni, Olteni                        ",   3,Comuna Clinceni
"Clinceni, Olteni2                       ",   1,Comuna Clinceni
"Clinceni, Ordoreanu                     ",   2,Comuna Clinceni
"Clinceni, PRIMARIE                      ",   3,Comuna Clinceni
"Clinceni, central                       ",   2,Comuna Clinceni
"Clinceni, centru                        ",   1,Comuna Clinceni
"Clinceni, clinceni                      ",   2,Comuna Clinceni
"Clinceni, olteni                        ",   2,Comuna Clinceni
Colentina                               ,  40,Colentina
Com PADURETI                            ,   1,Comuna Padureti
Comuna Berceni 2 minute pana la transportul in comun,   1,Comuna Berceni
Comuna Pantelimon                       ,   1,Comuna Pantelimon
"Copaceni, SCOALA , CENTRAL              ",   1,Comuna Copaceni
Corbeanca                               ,  56,Comuna Corbeanca
Corbeanca Balotesti Vila in cartier rezidential construit,   1,Comuna Corbeanca
Corbeanca la padure                     ,   1,Comuna Corbeanca
"Corbeanca, Aria Residences              ",   1,Comuna Corbeanca
"Corbeanca, CENTRAL                      ",   1,Comuna Corbeanca
"Corbeanca, CORBEANCA-MECHEA             ",   1,Comuna Corbeanca
"Corbeanca, Central                      ",   1,Comuna Corbeanca
"Corbeanca, Corbeanca                    ",  21,Comuna Corbeanca
"Corbeanca, Corbeanca Lac                ",   1,Comuna Corbeanca
"Corbeanca, Nord                         ",   3,Comuna Corbeanca
"Corbeanca, Oriunde                      ",   1,Comuna Corbeanca
"Corbeanca, Ostratu                      ",   1,Comuna Corbeanca
"Corbeanca, PRINCIPALA                   ",   1,Comuna Corbeanca
"Corbeanca, Padurea Tamasi               ",   2,Comuna Corbeanca
"Corbeanca, Paradisul Verde              ",   1,Comuna Corbeanca
"Corbeanca, Paradisul verde              ",   2,Comuna Corbeanca
"Corbeanca, Petresti                     ",   1,Comuna Corbeanca
"Corbeanca, SAT TAMASI                   ",   1,Comuna Corbeanca
"Corbeanca, Str. Molidului               ",   1,Comuna Corbeanca
"Corbeanca, Str. Trandafirului           ",   1,Comuna Corbeanca
"Corbeanca, Strada Fermei                ",   1,Comuna Corbeanca
"Corbeanca, Tamas                        ",   1,Comuna Corbeanca
"Corbeanca, Tamasi                       ",   6,Comuna Corbeanca
"Corbeanca, ateptati...                  ",   1,Comuna Corbeanca
"Corbeanca, central                      ",   2,Comuna Corbeanca
"Corbeanca, corbeanca                    ",   4,Comuna Corbeanca
"Corbeanca, mechea                       ",   1,Comuna Corbeanca
Cornetu                                 ,   3,Comuna Cornetu
"Cornetu, Aeroportului                   ",   1,Comuna Cornetu
"Cornetu, Bisericii                      ",   1,Comuna Cornetu
"Cornetu, Bucuresti                      ",   1,Comuna Cornetu
"Cornetu, Centru                         ",   1,Comuna Cornetu
"Cornetu, Cornetu                        ",   1,Comuna Cornetu
"Cornetu, Crangasi                       ",   1,Comuna Cornetu
"Cornetu, STRADAL                        ",   1,Comuna Cornetu
"Cornetu, Str. Aeroportului              ",   1,Comuna Cornetu
"Cornetu, Taberei                        ",   1,Comuna Cornetu
"Cornetu, cornetu                        ",   1,Comuna Cornetu
"Cornetu, strada taberei                 ",   1,Comuna Cornetu
Cotroceni                               ,  33,Cotroceni
Crangasi                                ,   5,Crangasi
"Cretesti, Intrare Cretesti              ",   1,Comuna Cretesti
DACIA                                   ,   4,
DACIA - Galati                          ,   1,Galati
DACIA - Toamnei                         ,   1,Ghencea
DACIA - Vasile Lascar                   ,   2,
DAMAROAIA                               ,   8,Comuna Damaroaia
DAMBOVITA                               ,   5,Comuna Dambovita
DAMBOVITA Jud.                          ,   1,Comuna Dambovita
DARASTI - Vlasca                        ,   1,Comuna Darasti
DARASTI Ilfov                           ,   1,Comuna Darasti
DASCALU - Ilfov                         ,   1,Comuna Dascalu
DECEBAL                                 ,  13,Decebal
DELEA                                   ,   3,Delea
DELEA                                   ,   1,Delea
DELEA Noua                              ,   1,Delea
DELEA Veche                             ,   1,Delea
DELTA Dunarii                           ,   1,
DIMIENI                                 ,   1,Bucuresti extravilan
DIMITRIE Leonida                        ,   4,Dimitrie Leonida
DIMITRIE Leonida metrou                 ,   1,Dimitrie Leonida
DIMITRIE Leonida metrou - casa cu etaj  ,   1,Dimitrie Leonida
DN1 - Sos. Bucuresti-Ploiesti           ,   1,Bucuresti extravilan
DN1A - Sos. Bucuresti-Chitila-Buftea-Ploiesti,   1,Bucuresti extravilan
DN5 - Sos. Bucuresti-Jilava-Giurgiu     ,   3,Bucuresti extravilan
DN7                                     ,   2,Bucuresti extravilan
DN7 - Sos. Bucuresti-Targoviste         ,   1,Bucuresti extravilan
DOAMNA                                  ,   1,Tei
DOAMNA -Ghica                           ,   1,Tei
DOAMNA Ghica                            ,   4,Tei
DOBRENI                                 ,   1,Comuna Dobreni
DOBROESTI                               ,   1,Comuna Dobroesti
DOBROESTI - cartier nou                 ,   1,Comuna Dobroesti
DOBROIESTI                              ,   2,Comuna Dobroesti
DOMENI                                  ,   1,Comuna Domenii
DOMENII                                 ,  13,Comuna Domenii
DOMENII 1 Mai                           ,   1,Comuna Domenii
DOMNESTI                                ,  45,Comuna Domnesti
DOMNESTI - Clinceni                     ,   1,Comuna Clinceni
DOMNESTI -Clinceni                      ,   1,Comuna Clinceni
DOMNESTI 4 CAMERE proprietar            ,   1,Comuna Domnesti
DOMNESTI Ciutaci                        ,   2,Comuna Domnesti
DOMNESTI Vand casa                      ,   1,Comuna Domnesti
DOMNESTI Vand vila                      ,   1,Comuna Domnesti
DOMNESTI Vile                           ,   1,Comuna Domnesti
DOMNESTI ansamblu rezidential 2011      ,   1,Comuna Domnesti
DOMNESTI dezvoltator                    ,   1,Comuna Domnesti
DOROBANTI                               ,  18,Dorobanti
DOROBANTI - Capitale                    ,   1,Dorobanti
DOROBANTI Piata                         ,   1,Dorobanti
DOROBANTI Televiziune etaj              ,   1,Dorobanti
DOROBANTI Texier                        ,   1,Dorobanti
DRAGANESTI Vlasca                       ,   1,Comuna Vlasca
DRAGANESTI Vlasca vand casa batraneasca cu teren 3.000 mp,   1,Comuna Vlasca
DRAGOMIRESTI                            ,   9,Comuna Dragomiresti
DRAGOMIRESTI Bacu                       ,   1,Comuna Dragomiresti
DRAGOMIRESTI Bacu 5 min.Carrefour Militari,   1,Comuna Dragomiresti
DRAGOMIRESTI Rosu                       ,   1,Comuna Dragomiresti
DRAGOMIRESTI Vale                       ,   1,Comuna Dragomiresti
DRAGOMIRESTI vile in complexul residential Castelli,   1,Comuna Dragomiresti
DRAGOMIREsTI Joita                      ,   1,Comuna Dragomiresti
DRISTOR                                 ,  11,Dristor
DRISTOR Biserica Cercelus               ,   2,Dristor
DRUMUL Sarii                            ,   5,Antiaeriana
DRUMUL Sarii vila                       ,   1,Antiaeriana
DRUMUL TABEREI BILLA va oferim spre vanzare un apartament de 2 camere,   1,Drumul Taberei
DRUMUL TABEREI PLAZA brasov etaj        ,   1,Drumul Taberei
